# Program:featureCounts v2.0.6; Command:"featureCounts" "-a" "./references/genomic.gtf" "./results/bowtie2/wt_1_dark_T1.bam" "--minOverlap" "30" "-s" "2" "-p" "-t" "gene" "-o" "./results/featureCounts_30/wt_1_dark_T1.txt" 
Geneid	Chr	Start	End	Strand	Length	./results/bowtie2/wt_1_dark_T1.bam
PA14_39300	CP000438.1	3498805	3499818	-	1014	3504
PA14_39320	CP000438.1	3499822	3500820	-	999	2272
PA14_39330	CP000438.1	3500844	3502376	-	1533	5139
PA14_39350	CP000438.1	3502398	3503357	-	960	15050
PA14_39360	CP000438.1	3503576	3504904	-	1329	414
PA14_39390	CP000438.1	3505040	3506527	-	1488	3882
PA14_39410	CP000438.1	3506718	3507815	+	1098	2276
PA14_39420	CP000438.1	3507877	3508107	+	231	764
PA14_39440	CP000438.1	3508418	3510313	+	1896	5357
PA14_39460	CP000438.1	3510492	3511631	+	1140	905
PA14_39470	CP000438.1	3512076	3512852	+	777	2205
PA14_39480	CP000438.1	3513093	3515246	+	2154	9034
PA14_39500	CP000438.1	3516130	3516510	-	381	290
PA14_39520	CP000438.1	3517005	3519209	-	2205	1457
PA14_39530	CP000438.1	3519206	3520195	-	990	397
PA14_39540	CP000438.1	3520192	3520704	-	513	392
PA14_39560	CP000438.1	3520874	3522169	-	1296	2945
PA14_39570	CP000438.1	3522478	3522774	+	297	357
PA14_39580	CP000438.1	3522821	3523390	+	570	403
PA14_39590	CP000438.1	3523452	3525752	-	2301	18747
PA14_39610	CP000438.1	3525885	3527735	-	1851	2578
PA14_39620	CP000438.1	3528236	3528562	-	327	10
PA14_39630	CP000438.1	3528562	3529038	-	477	4
PA14_39640	CP000438.1	3529035	3532880	-	3846	44
PA14_39650	CP000438.1	3532880	3534841	-	1962	44
PA14_39660	CP000438.1	3535009	3535818	+	810	371
PA14_39670	CP000438.1	3535826	3535948	-	123	12
PA14_39690	CP000438.1	3535976	3538003	+	2028	6519
PA14_39700	CP000438.1	3538047	3538193	+	147	253
PA14_39710	CP000438.1	3538190	3538888	+	699	545
PA14_39720	CP000438.1	3539082	3540482	+	1401	101
PA14_39730	CP000438.1	3540495	3540842	+	348	26
PA14_39750	CP000438.1	3540887	3542119	+	1233	64
PA14_39770	CP000438.1	3542183	3543730	+	1548	1723
PA14_39780	CP000438.1	3544298	3545524	+	1227	4846
PA14_39790	CP000438.1	3545631	3546311	+	681	6279
PA14_39800	CP000438.1	3546403	3546909	+	507	579
PA14_39810	CP000438.1	3546906	3547856	+	951	243
PA14_39820	CP000438.1	3548064	3550478	+	2415	94
PA14_39830	CP000438.1	3550519	3551670	+	1152	88
PA14_39850	CP000438.1	3551857	3553068	+	1212	61
PA14_39860	CP000438.1	3553065	3554705	+	1641	79
PA14_39870	CP000438.1	3554748	3555284	+	537	643
PA14_39880	CP000438.1	3555459	3556106	-	648	32964
PA14_39890	CP000438.1	3556129	3556965	-	837	49546
PA14_39910	CP000438.1	3556979	3558862	-	1884	74079
PA14_39925	CP000438.1	3558859	3559482	-	624	29204
PA14_39945	CP000438.1	3559479	3560696	-	1218	69000
PA14_39960	CP000438.1	3560720	3561208	-	489	39283
PA14_39970	CP000438.1	3561244	3561732	-	489	8093
PA14_39980	CP000438.1	3562214	3562927	-	714	574
PA14_39990	CP000438.1	3563689	3564456	+	768	13363
PA14_40010	CP000438.1	3564462	3565631	+	1170	18556
PA14_40020	CP000438.1	3565650	3566924	+	1275	26264
PA14_40030	CP000438.1	3566872	3567564	+	693	18033
PA14_40040	CP000438.1	3567590	3570019	+	2430	27025
PA14_40050	CP000438.1	3570016	3570753	+	738	5779
PA14_40060	CP000438.1	3570750	3571139	+	390	1728
PA14_40070	CP000438.1	3571228	3571851	+	624	3242
PA14_40080	CP000438.1	3571865	3572848	-	984	1357
PA14_40100	CP000438.1	3573078	3574487	+	1410	1197
PA14_40110	CP000438.1	3574471	3575139	+	669	491
PA14_40120	CP000438.1	3575143	3577506	-	2364	1593
PA14_40130	CP000438.1	3577575	3578108	-	534	321
PA14_40150	CP000438.1	3578194	3578745	+	552	658
PA14_40160	CP000438.1	3578742	3579140	-	399	70
PA14_40170	CP000438.1	3579153	3579476	-	324	301
PA14_40180	CP000438.1	3579807	3580268	+	462	2301
PA14_40200	CP000438.1	3580273	3582468	+	2196	10802
PA14_40210	CP000438.1	3582626	3583180	+	555	378
PA14_40220	CP000438.1	3583268	3583846	+	579	664
PA14_40230	CP000438.1	3583955	3585142	-	1188	3492
PA14_40240	CP000438.1	3585132	3587303	-	2172	5924
PA14_40250	CP000438.1	3587293	3588570	-	1278	4277
PA14_40260	CP000438.1	3588570	3595940	-	7371	50231
PA14_40270	CP000438.1	3597214	3598236	+	1023	105
PA14_40280	CP000438.1	3598297	3599088	+	792	2926
PA14_40290	CP000438.1	3599215	3600471	-	1257	9891
PA14_40300	CP000438.1	3600755	3601180	-	426	1174
PA14_40310	CP000438.1	3601464	3601703	-	240	7139
PA14_40320	CP000438.1	3601871	3604201	-	2331	232
PA14_40330	CP000438.1	3604188	3604715	-	528	37
PA14_40340	CP000438.1	3604857	3605066	-	210	541
PA14_40350	CP000438.1	3605156	3607432	-	2277	599
PA14_40370	CP000438.1	3607425	3609101	-	1677	1023
PA14_40380	CP000438.1	3609235	3609885	+	651	90
PA14_40390	CP000438.1	3610001	3610756	+	756	541
PA14_40410	CP000438.1	3610769	3611455	+	687	599
PA14_40420	CP000438.1	3611457	3612542	+	1086	1388
PA14_40430	CP000438.1	3612564	3613391	-	828	4001
PA14_40440	CP000438.1	3613477	3614364	+	888	741
PA14_40450	CP000438.1	3614373	3615194	+	822	848
PA14_40470	CP000438.1	3615195	3616649	-	1455	838
PA14_40490	CP000438.1	3616827	3617750	+	924	1733
PA14_40510	CP000438.1	3618097	3619539	+	1443	372
PA14_40520	CP000438.1	3619542	3619763	+	222	26
PA14_40540	CP000438.1	3619855	3621012	+	1158	26
PA14_40550	CP000438.1	3621000	3621863	-	864	858
PA14_40560	CP000438.1	3622148	3622423	+	276	1194
PA14_40570	CP000438.1	3622472	3623677	-	1206	1833
PA14_40600	CP000438.1	3623926	3624930	+	1005	737
PA14_40610	CP000438.1	3624953	3625195	+	243	58
PA14_40620	CP000438.1	3625200	3626369	+	1170	126
PA14_40630	CP000438.1	3626428	3627012	-	585	5666
PA14_40640	CP000438.1	3627135	3629423	-	2289	3812
PA14_40650	CP000438.1	3629785	3630303	+	519	112
PA14_40660	CP000438.1	3630345	3630809	+	465	74
PA14_40670	CP000438.1	3631084	3634788	+	3705	15701
PA14_40690	CP000438.1	3634803	3635165	+	363	2896
PA14_40700	CP000438.1	3635217	3635714	-	498	952
PA14_40710	CP000438.1	3635728	3636090	-	363	722
PA14_40730	CP000438.1	3636128	3637168	+	1041	1294
PA14_40740	CP000438.1	3637233	3637460	+	228	2324
PA14_40750	CP000438.1	3637485	3637640	-	156	1451
PA14_40770	CP000438.1	3637871	3639529	+	1659	4601
PA14_40780	CP000438.1	3639513	3640010	+	498	1343
PA14_40790	CP000438.1	3640075	3640656	-	582	489
PA14_40800	CP000438.1	3640779	3641216	+	438	484
PA14_40820	CP000438.1	3641311	3642186	+	876	239
PA14_40830	CP000438.1	3642173	3643165	-	993	12025
PA14_40840	CP000438.1	3643224	3644249	-	1026	3418
PA14_40850	CP000438.1	3644484	3645194	+	711	2594
PA14_40860	CP000438.1	3645255	3645569	+	315	3613
PA14_40880	CP000438.1	3645827	3646897	+	1071	2731
PA14_40890	CP000438.1	3646922	3647689	+	768	3993
PA14_40900	CP000438.1	3647850	3648611	-	762	134
PA14_40910	CP000438.1	3648743	3649648	+	906	417
PA14_40930	CP000438.1	3649645	3650289	-	645	690
PA14_40940	CP000438.1	3650390	3651169	+	780	242
PA14_40950	CP000438.1	3651137	3651973	-	837	3874
PA14_40960	CP000438.1	3651973	3653661	-	1689	9886
PA14_40980	CP000438.1	3653701	3654513	-	813	3476
PA14_41000	CP000438.1	3654737	3656239	+	1503	1614
PA14_41010	CP000438.1	3656223	3657578	-	1356	9049
PA14_41020	CP000438.1	3657602	3659857	-	2256	21639
PA14_41030	CP000438.1	3660051	3660440	+	390	1753
PA14_41050	CP000438.1	3660468	3661208	-	741	1580
PA14_41060	CP000438.1	3661273	3661719	-	447	1127
PA14_41070	CP000438.1	3661722	3662483	-	762	3525
PA14_41080	CP000438.1	3662879	3663361	+	483	1035
PA14_41090	CP000438.1	3663439	3665043	+	1605	7170
PA14_41110	CP000438.1	3665234	3667063	+	1830	3550
PA14_41130	CP000438.1	3667060	3668907	+	1848	6447
PA14_41140	CP000438.1	3668914	3669996	+	1083	2953
PA14_41150	CP000438.1	3670001	3671020	+	1020	3997
PA14_41160	CP000438.1	3671022	3672632	+	1611	6107
PA14_41170	CP000438.1	3672654	3673451	+	798	7882
PA14_41190	CP000438.1	3673549	3675414	-	1866	21840
PA14_41200	CP000438.1	3675521	3675594	-	74	3559
PA14_41210	CP000438.1	3675646	3675918	-	273	56019
PA14_41220	CP000438.1	3676054	3678450	-	2397	57532
PA14_41230	CP000438.1	3678582	3679862	-	1281	46213
PA14_41240	CP000438.1	3679967	3680608	-	642	24677
PA14_41250	CP000438.1	3680702	3682012	-	1311	61060
PA14_41260	CP000438.1	3682244	3682951	+	708	828
PA14_41270	CP000438.1	3682952	3684238	+	1287	823
PA14_41280	CP000438.1	3684343	3686175	+	1833	396
PA14_41290	CP000438.1	3686172	3686288	+	117	8
PA14_41300	CP000438.1	3686462	3686683	-	222	438
PA14_41320	CP000438.1	3687017	3687098	-	82	428
PA14_41330	CP000438.1	3687156	3687228	-	73	218
PA14_41340	CP000438.1	3687283	3687356	-	74	2343
PA14_41350	CP000438.1	3687635	3688489	+	855	3302
PA14_41360	CP000438.1	3688547	3689929	-	1383	12173
PA14_41380	CP000438.1	3689939	3691609	-	1671	18459
PA14_41390	CP000438.1	3691732	3692229	+	498	7607
PA14_41400	CP000438.1	3692234	3692956	+	723	2279
PA14_41420	CP000438.1	3693088	3694419	+	1332	1959
PA14_41430	CP000438.1	3694468	3695091	-	624	607
PA14_41440	CP000438.1	3695262	3696125	+	864	63284
PA14_41450	CP000438.1	3696181	3696648	-	468	430
PA14_41470	CP000438.1	3697030	3699639	+	2610	67582
PA14_41480	CP000438.1	3699817	3701025	+	1209	364
PA14_41490	CP000438.1	3701042	3701620	+	579	173
PA14_41500	CP000438.1	3701850	3702545	+	696	2567
PA14_41510	CP000438.1	3702898	3704109	+	1212	126
PA14_41520	CP000438.1	3704178	3705779	+	1602	201
PA14_41530	CP000438.1	3706047	3708497	+	2451	96
PA14_41540	CP000438.1	3708550	3708876	+	327	19
PA14_41560	CP000438.1	3708903	3711629	+	2727	87
PA14_41563	CP000438.1	3711641	3712378	+	738	86
PA14_41570	CP000438.1	3712447	3713499	-	1053	373532
PA14_41575	CP000438.1	3713608	3714198	-	591	19623
PA14_41590	CP000438.1	3714270	3715094	-	825	4247
PA14_41610	CP000438.1	3715097	3715351	-	255	1155
PA14_41630	CP000438.1	3715400	3716398	-	999	3112
PA14_41640	CP000438.1	3716586	3717074	-	489	11197
PA14_41650	CP000438.1	3717181	3718191	-	1011	1690
PA14_41670	CP000438.1	3718261	3720636	-	2376	56992
PA14_41680	CP000438.1	3720802	3721626	+	825	2029
PA14_41690	CP000438.1	3721917	3722456	+	540	1937
PA14_41710	CP000438.1	3722462	3723988	+	1527	8893
PA14_41730	CP000438.1	3723992	3724975	+	984	3646
PA14_41740	CP000438.1	3725032	3726219	-	1188	506
PA14_41750	CP000438.1	3726233	3727831	-	1599	119
PA14_41760	CP000438.1	3727851	3728876	-	1026	375
PA14_41780	CP000438.1	3728917	3729678	-	762	1140
PA14_41790	CP000438.1	3729757	3730194	-	438	1241
PA14_41800	CP000438.1	3730426	3733149	-	2724	7001
PA14_41810	CP000438.1	3733152	3735857	-	2706	9130
PA14_41820	CP000438.1	3736022	3737383	+	1362	1889
PA14_41830	CP000438.1	3737426	3738043	-	618	4467
PA14_41840	CP000438.1	3738178	3738981	+	804	1254
PA14_41860	CP000438.1	3739046	3739393	+	348	201
PA14_41870	CP000438.1	3739450	3740424	-	975	12156
PA14_41880	CP000438.1	3740556	3741053	-	498	4641
PA14_41900	CP000438.1	3741216	3742163	-	948	5316
PA14_41910	CP000438.1	3742163	3742540	-	378	1315
PA14_41920	CP000438.1	3742858	3743934	+	1077	8829
PA14_41930	CP000438.1	3743992	3744477	-	486	4345
PA14_41950	CP000438.1	3744661	3745350	+	690	4465
PA14_41960	CP000438.1	3745500	3745688	+	189	38
PA14_41970	CP000438.1	3745760	3746266	-	507	20482
PA14_41980	CP000438.1	3746487	3746975	+	489	2287
PA14_41990	CP000438.1	3747130	3747348	+	219	215
PA14_42000	CP000438.1	3747376	3747615	+	240	101
PA14_42010	CP000438.1	3747673	3748395	-	723	8572
PA14_42020	CP000438.1	3748639	3749010	+	372	1519
PA14_42030	CP000438.1	3749019	3750017	-	999	69
PA14_42050	CP000438.1	3750040	3751011	-	972	73
PA14_42060	CP000438.1	3751162	3752076	+	915	396
PA14_42080	CP000438.1	3752461	3754605	-	2145	3783
PA14_42090	CP000438.1	3754619	3755824	-	1206	4139
PA14_42100	CP000438.1	3756395	3757282	-	888	650
PA14_42120	CP000438.1	3757395	3758216	+	822	1496
PA14_42130	CP000438.1	3758224	3758955	-	732	3193
PA14_42140	CP000438.1	3759037	3759837	-	801	1308
PA14_42150	CP000438.1	3759834	3760787	-	954	919
PA14_42160	CP000438.1	3760790	3762202	-	1413	2449
PA14_42180	CP000438.1	3762552	3763238	-	687	3078
PA14_42200	CP000438.1	3763348	3763689	-	342	7358
PA14_42220	CP000438.1	3764042	3766099	+	2058	2204
PA14_42230	CP000438.1	3766270	3768564	+	2295	2440
PA14_42250	CP000438.1	3768667	3769311	-	645	124
PA14_42260	CP000438.1	3769290	3769910	-	621	57
PA14_42270	CP000438.1	3769919	3770665	-	747	280
PA14_42280	CP000438.1	3770662	3771000	-	339	105
PA14_42290	CP000438.1	3771000	3771431	-	432	132
PA14_42300	CP000438.1	3771428	3771775	-	348	107
PA14_42310	CP000438.1	3771778	3772035	-	258	71
PA14_42320	CP000438.1	3772038	3772241	-	204	47
PA14_42340	CP000438.1	3772204	3773502	-	1299	186
PA14_42350	CP000438.1	3773504	3775306	-	1803	201
PA14_42360	CP000438.1	3775306	3775728	-	423	53
PA14_42380	CP000438.1	3775762	3776592	-	831	930
PA14_42390	CP000438.1	3776690	3777526	-	837	170
PA14_42400	CP000438.1	3777824	3778237	-	414	321
PA14_42410	CP000438.1	3778246	3778491	-	246	349
PA14_42430	CP000438.1	3778500	3778937	-	438	663
PA14_42440	CP000438.1	3779064	3779951	-	888	442
PA14_42450	CP000438.1	3779963	3781135	-	1173	446
PA14_42460	CP000438.1	3781116	3781622	-	507	57
PA14_42470	CP000438.1	3781631	3782515	-	885	100
PA14_42480	CP000438.1	3782525	3782821	-	297	14
PA14_42490	CP000438.1	3782849	3783283	-	435	79
PA14_42500	CP000438.1	3783280	3785400	-	2121	798
PA14_42510	CP000438.1	3785397	3785726	-	330	4
PA14_42520	CP000438.1	3785731	3786096	-	366	6
PA14_42530	CP000438.1	3786093	3786464	-	372	23
PA14_42540	CP000438.1	3786451	3786729	-	279	36
PA14_42550	CP000438.1	3786710	3787576	-	867	78
PA14_42570	CP000438.1	3787767	3789089	+	1323	29
PA14_42580	CP000438.1	3789086	3789562	+	477	10
PA14_42600	CP000438.1	3789550	3790668	+	1119	45
PA14_42610	CP000438.1	3790665	3791594	+	930	18
PA14_42620	CP000438.1	3791591	3792244	+	654	14
PA14_42630	CP000438.1	3792247	3792513	+	267	41
PA14_42640	CP000438.1	3792510	3793298	+	789	47
PA14_42660	CP000438.1	3793295	3794344	+	1050	60
PA14_42670	CP000438.1	3794450	3796552	-	2103	16937
PA14_42680	CP000438.1	3796555	3797424	-	870	3004
PA14_42690	CP000438.1	3797585	3798445	-	861	2653
PA14_42700	CP000438.1	3798594	3799487	+	894	2872
PA14_42710	CP000438.1	3799503	3799694	-	192	1131
PA14_42720	CP000438.1	3799743	3800420	-	678	4370
PA14_42730	CP000438.1	3800493	3801038	-	546	3899
PA14_42740	CP000438.1	3801035	3801652	-	618	3222
PA14_42750	CP000438.1	3801649	3802800	-	1152	1335
PA14_42760	CP000438.1	3802844	3803935	-	1092	8258
PA14_42770	CP000438.1	3804043	3805026	+	984	976
PA14_42780	CP000438.1	3805104	3805883	+	780	2010
PA14_42790	CP000438.1	3805908	3806822	-	915	2371
PA14_42820	CP000438.1	3806993	3807589	+	597	4426
PA14_42830	CP000438.1	3807762	3808082	+	321	365
PA14_42840	CP000438.1	3808139	3808696	+	558	579
PA14_42850	CP000438.1	3808774	3809319	+	546	3711
PA14_42860	CP000438.1	3809384	3809845	-	462	25175
PA14_42870	CP000438.1	3810092	3810472	+	381	462
PA14_42880	CP000438.1	3810500	3811489	-	990	3263
PA14_42890	CP000438.1	3811486	3812214	-	729	5087
PA14_42900	CP000438.1	3812214	3815741	-	3528	22360
PA14_42910	CP000438.1	3815757	3816626	-	870	7269
PA14_42920	CP000438.1	3816629	3817960	-	1332	17382
PA14_42940	CP000438.1	3817957	3818463	-	507	8339
PA14_42950	CP000438.1	3818469	3819662	-	1194	11370
PA14_42960	CP000438.1	3819680	3819820	-	141	717
PA14_42970	CP000438.1	3819909	3821420	-	1512	8816
PA14_42980	CP000438.1	3821431	3824064	-	2634	20630
PA14_42990	CP000438.1	3824071	3825078	-	1008	5305
PA14_43000	CP000438.1	3825042	3826622	-	1581	11503
PA14_43020	CP000438.1	3827167	3827574	-	408	8258
PA14_43030	CP000438.1	3827587	3829062	-	1476	91810
PA14_43040	CP000438.1	3829090	3829596	-	507	26245
PA14_43050	CP000438.1	3829632	3831188	-	1557	21386
PA14_43070	CP000438.1	3831886	3832404	+	519	12636
PA14_43080	CP000438.1	3832600	3834642	+	2043	5210
PA14_43090	CP000438.1	3834632	3835372	+	741	1357
PA14_43100	CP000438.1	3835369	3840213	+	4845	12598
PA14_43110	CP000438.1	3841020	3841622	-	603	3115
PA14_43130	CP000438.1	3841678	3842844	-	1167	5185
PA14_43140	CP000438.1	3842926	3843402	+	477	317
PA14_43150	CP000438.1	3843452	3844087	-	636	523
PA14_43160	CP000438.1	3844318	3845520	+	1203	2184
PA14_43170	CP000438.1	3845527	3846420	-	894	2065
PA14_43180	CP000438.1	3846579	3847340	-	762	611
PA14_43190	CP000438.1	3847591	3848595	+	1005	1642
PA14_43200	CP000438.1	3848759	3850480	+	1722	3073
PA14_43220	CP000438.1	3850461	3852419	-	1959	1839
PA14_43230	CP000438.1	3852621	3853028	+	408	771
PA14_43240	CP000438.1	3853035	3853643	-	609	1397
PA14_43250	CP000438.1	3853781	3854128	+	348	2255
PA14_43270	CP000438.1	3854107	3855216	-	1110	3489
PA14_43280	CP000438.1	3855216	3856250	-	1035	3904
PA14_43290	CP000438.1	3856334	3856612	-	279	721
PA14_43300	CP000438.1	3856727	3857764	+	1038	2301
PA14_43310	CP000438.1	3857768	3858373	-	606	667
PA14_43320	CP000438.1	3858484	3859392	-	909	303
PA14_43340	CP000438.1	3859513	3860205	-	693	770
PA14_43350	CP000438.1	3860306	3862963	-	2658	2378
PA14_43370	CP000438.1	3863071	3863622	-	552	58
PA14_43380	CP000438.1	3863676	3865748	-	2073	233
PA14_43400	CP000438.1	3865760	3867454	-	1695	100
PA14_43405	CP000438.1	3867465	3867554	-	90	17
PA14_43420	CP000438.1	3867742	3868896	-	1155	1097
PA14_43430	CP000438.1	3868951	3869817	-	867	1007
PA14_43440	CP000438.1	3870059	3870844	+	786	132
PA14_43460	CP000438.1	3870848	3872377	+	1530	488
PA14_43480	CP000438.1	3872515	3873162	+	648	304
PA14_43490	CP000438.1	3873178	3874452	+	1275	825
PA14_43510	CP000438.1	3874504	3875571	-	1068	2170
PA14_43520	CP000438.1	3875737	3876543	-	807	11110
PA14_43530	CP000438.1	3876552	3877214	-	663	9917
PA14_43540	CP000438.1	3877294	3878154	-	861	741
PA14_43550	CP000438.1	3878151	3878963	-	813	1001
PA14_43570	CP000438.1	3879065	3879706	-	642	167
PA14_43580	CP000438.1	3879747	3880571	-	825	1583
PA14_43600	CP000438.1	3880629	3881066	-	438	2111
PA14_43610	CP000438.1	3881119	3882786	-	1668	4267
PA14_43620	CP000438.1	3882913	3883377	-	465	1645
PA14_43630	CP000438.1	3883374	3883715	-	342	1406
PA14_43640	CP000438.1	3883729	3884751	-	1023	3518
PA14_43650	CP000438.1	3884902	3887019	+	2118	1762
PA14_43660	CP000438.1	3887191	3887949	+	759	571
PA14_43670	CP000438.1	3887946	3889901	+	1956	2731
PA14_43680	CP000438.1	3890090	3890605	+	516	8996
PA14_43690	CP000438.1	3890617	3891834	+	1218	24992
PA14_43710	CP000438.1	3891988	3893613	+	1626	1392
PA14_43720	CP000438.1	3893718	3894158	+	441	655
PA14_43730	CP000438.1	3894332	3894808	-	477	698
PA14_43740	CP000438.1	3894877	3895911	-	1035	2326
PA14_43760	CP000438.1	3895910	3896815	+	906	3916
PA14_43770	CP000438.1	3896854	3897276	+	423	699
PA14_43780	CP000438.1	3897484	3897975	+	492	468
PA14_43790	CP000438.1	3897972	3900218	+	2247	2064
PA14_43810	CP000438.1	3900268	3901569	+	1302	490
PA14_43820	CP000438.1	3901580	3902362	-	783	866
PA14_43830	CP000438.1	3902443	3903264	+	822	684
PA14_43840	CP000438.1	3903275	3904000	-	726	8276
PA14_43850	CP000438.1	3904068	3905972	-	1905	13149
PA14_43870	CP000438.1	3906090	3907319	-	1230	562
PA14_43880	CP000438.1	3907356	3907802	-	447	311
PA14_43890	CP000438.1	3907799	3908272	-	474	325
PA14_43900	CP000438.1	3908445	3908681	+	237	10593
PA14_43910	CP000438.1	3908740	3909504	-	765	146
PA14_43920	CP000438.1	3909651	3910964	-	1314	6851
PA14_43940	CP000438.1	3911275	3912162	-	888	73416
PA14_43950	CP000438.1	3912162	3913328	-	1167	87638
PA14_43970	CP000438.1	3913657	3915093	-	1437	105818
PA14_44000	CP000438.1	3915162	3916391	-	1230	49277
PA14_44010	CP000438.1	3916434	3919265	-	2832	109800
PA14_44020	CP000438.1	3919522	3920229	-	708	27477
PA14_44030	CP000438.1	3920241	3922013	-	1773	57085
PA14_44050	CP000438.1	3922017	3922385	-	369	16274
PA14_44060	CP000438.1	3922379	3922765	-	387	11363
PA14_44070	CP000438.1	3923114	3924400	+	1287	54950
PA14_44080	CP000438.1	3924515	3925123	-	609	19833
PA14_44090	CP000438.1	3925257	3925511	-	255	119
PA14_44100	CP000438.1	3925615	3926370	-	756	2119
PA14_44110	CP000438.1	3926483	3926824	+	342	138
PA14_44120	CP000438.1	3926831	3927697	-	867	9156
PA14_44130	CP000438.1	3927801	3928352	+	552	1533
PA14_44140	CP000438.1	3928447	3928728	+	282	1301
PA14_44150	CP000438.1	3928846	3929442	-	597	1762
PA14_44160	CP000438.1	3929453	3930598	-	1146	9866
PA14_44170	CP000438.1	3930808	3930987	+	180	327
PA14_44180	CP000438.1	3931056	3931937	-	882	1461
PA14_44190	CP000438.1	3932315	3933703	+	1389	41
PA14_44200	CP000438.1	3933756	3934109	+	354	15
PA14_44210	CP000438.1	3934120	3935517	+	1398	248
PA14_44230	CP000438.1	3935669	3935857	+	189	309
PA14_44240	CP000438.1	3935985	3937349	+	1365	243
PA14_44260	CP000438.1	3937420	3938730	+	1311	349
PA14_44270	CP000438.1	3938762	3939001	-	240	1081
PA14_44280	CP000438.1	3939086	3940144	-	1059	2165
PA14_44290	CP000438.1	3940471	3943203	+	2733	59115
PA14_44300	CP000438.1	3943576	3945141	+	1566	26940
PA14_44311	CP000438.1	3945179	3946336	-	1158	1570
PA14_44320	CP000438.1	3946425	3947057	-	633	413
PA14_44340	CP000438.1	3947245	3948672	+	1428	49087
PA14_44350	CP000438.1	3948683	3949291	+	609	14815
PA14_44360	CP000438.1	3949479	3950405	+	927	17939
PA14_44370	CP000438.1	3950769	3952196	+	1428	36632
PA14_44380	CP000438.1	3952211	3952822	+	612	18685
PA14_44390	CP000438.1	3952819	3953013	+	195	9486
PA14_44400	CP000438.1	3953010	3953966	+	957	42806
PA14_44420	CP000438.1	3954185	3955600	+	1416	18307
PA14_44430	CP000438.1	3955612	3956151	+	540	6047
PA14_44440	CP000438.1	3956148	3958583	+	2436	9892
PA14_44450	CP000438.1	3958562	3958771	+	210	479
PA14_44460	CP000438.1	3958764	3959447	+	684	1440
PA14_44470	CP000438.1	3959575	3960957	+	1383	55981
PA14_44480	CP000438.1	3961006	3961473	-	468	903
PA14_44490	CP000438.1	3961719	3962453	+	735	30444
PA14_44500	CP000438.1	3962539	3963087	+	549	2807
PA14_44510	CP000438.1	3963327	3964163	+	837	688
PA14_44520	CP000438.1	3964572	3964940	+	369	1030
PA14_44530	CP000438.1	3964934	3965263	+	330	286
PA14_44540	CP000438.1	3965117	3965971	-	855	693
PA14_44560	CP000438.1	3966078	3967661	+	1584	673
PA14_44570	CP000438.1	3967658	3968545	+	888	411
PA14_44580	CP000438.1	3968619	3969158	+	540	943
PA14_44590	CP000438.1	3969171	3970319	-	1149	1683
PA14_44610	CP000438.1	3970442	3971038	-	597	3452
PA14_44620	CP000438.1	3971117	3971443	-	327	4468
PA14_44630	CP000438.1	3971489	3973594	-	2106	8894
PA14_44640	CP000438.1	3973631	3974497	+	867	498
PA14_44650	CP000438.1	3975847	3976224	-	378	3142
PA14_44660	CP000438.1	3976270	3978654	-	2385	9632
PA14_44670	CP000438.1	3978747	3979616	-	870	12876
PA14_44680	CP000438.1	3979782	3983270	-	3489	9874
PA14_44690	CP000438.1	3983296	3983955	-	660	2349
PA14_44700	CP000438.1	3984136	3985269	+	1134	136
PA14_44710	CP000438.1	3985489	3986943	+	1455	1644
PA14_44740	CP000438.1	3986936	3989335	+	2400	2248
PA14_44760	CP000438.1	3989362	3990201	+	840	784
PA14_44770	CP000438.1	3990271	3991575	+	1305	947
PA14_44780	CP000438.1	3991629	3992408	-	780	3688
PA14_44800	CP000438.1	3992783	3994132	+	1350	310
PA14_44820	CP000438.1	3994374	3994754	-	381	1352
PA14_44830	CP000438.1	3995127	3996053	+	927	1916
PA14_44840	CP000438.1	3996050	3996565	+	516	899
PA14_44850	CP000438.1	3996583	3997581	+	999	1128
PA14_44860	CP000438.1	3997636	3998145	+	510	262
PA14_44880	CP000438.1	3998194	3999471	+	1278	1044
PA14_44890	CP000438.1	4000090	4000608	+	519	17768
PA14_44900	CP000438.1	4000789	4003317	+	2529	6819
PA14_44910	CP000438.1	4003314	4005023	+	1710	8926
PA14_44920	CP000438.1	4005020	4006162	+	1143	8018
PA14_44930	CP000438.1	4006175	4006435	+	261	790
PA14_44950	CP000438.1	4007119	4008486	+	1368	646
PA14_44960	CP000438.1	4008578	4008907	-	330	374
PA14_44970	CP000438.1	4009092	4010087	-	996	5144
PA14_44980	CP000438.1	4010323	4010973	+	651	1405
PA14_44990	CP000438.1	4011378	4011809	-	432	118
PA14_45000	CP000438.1	4012138	4013913	+	1776	225
PA14_45010	CP000438.1	4014009	4014791	+	783	197
PA14_45020	CP000438.1	4014866	4015756	+	891	305
PA14_45030	CP000438.1	4016053	4017318	+	1266	84
PA14_45050	CP000438.1	4017320	4018753	+	1434	167
PA14_45060	CP000438.1	4019120	4020034	+	915	38
PA14_45070	CP000438.1	4020099	4020950	+	852	1077
PA14_45090	CP000438.1	4020937	4021563	+	627	764
PA14_45100	CP000438.1	4021687	4023342	+	1656	2432
PA14_45110	CP000438.1	4023471	4024469	+	999	12303
PA14_45120	CP000438.1	4024551	4024907	-	357	199
PA14_45130	CP000438.1	4024967	4026202	-	1236	70
PA14_45150	CP000438.1	4026549	4027325	+	777	533
