,wt_light_mean_rpm,wt_dark_mean_rpm,log2_FC,-log10_pval,protein_ID,common_name,product
gene-PA14_35640,5.168105148321307,7.277254108548781,-0.49375868360741587,0.9390875700351253,cds-ABJ11422.1,pslI,putative glycosyltransferase
gene-PA14_35650,8.336526665758841,9.957161199937174,-0.2562880345327075,1.030530406119561,cds-ABJ11421.1,pslH,possible glycosyltransferase
gene-PA14_35670,9.177655890825404,13.657806589834353,-0.5735281369299094,2.5936303545200525,cds-ABJ11420.1,pslG,putative glycosyl hydrolase
gene-PA14_35680,4.070107194031802,5.7037380617822295,-0.48684083575706155,0.8434780273075411,cds-ABJ11419.1,pslF,possible glycosyl transferase
gene-PA14_35690,9.624917266408431,14.702867682790215,-0.6112514723483714,2.6608195075909027,cds-ABJ11418.1,pslE,hypothetical protein
gene-PA14_35700,10.258478972599313,7.078708419272831,0.5352587190718523,1.5371334643412204,cds-ABJ11417.1,PA14_35700,hypothetical protein
gene-PA14_35710,32.2330853075678,22.80127926317026,0.49942750030263405,1.2873403799436853,cds-ABJ11416.1,PA14_35710,hypothetical protein
gene-PA14_35720,12.43874636193644,14.035845603049841,-0.17427487885106863,0.4776376799770373,cds-ABJ11415.1,PA14_35720,hypothetical protein
gene-PA14_35730,4.714119322381635,3.2630540310580183,0.5307652627658713,0.7505394091990683,cds-ABJ11414.1,PA14_35730,hypothetical protein
gene-PA14_35740,152.95801304811994,146.80289611143434,0.059255257497655596,0.24028263904810399,cds-ABJ11413.1,tpnA,putative transposase
gene-PA14_35750,26.595006135777595,25.47180320739184,0.0622542724776924,0.20863168725620432,cds-ABJ11412.1,tpnC,putative tpnA repressor protein
gene-PA14_35760,135.044707701192,83.83389785742868,0.6878314820516064,1.1489307200450711,cds-ABJ11411.1,PA14_35760,hypothetical protein
gene-PA14_35770,150.3857836534435,105.79202384671497,0.5074373277441241,0.8165469329892743,cds-ABJ11410.1,PA14_35770,hypothetical protein
gene-PA14_35780,148.17342096592813,109.12871766377081,0.44125587710507713,0.8159188674860504,cds-ABJ11409.1,PA14_35780,hypothetical protein
gene-PA14_35790,771.9304054103096,559.6888454955973,0.4638457888704829,0.8919701603536858,cds-ABJ11408.1,PA14_35790,Putative homospermidine synthase
gene-PA14_35800,257.59006751995565,236.65518345876922,0.1222904430127961,0.7080889719968437,cds-ABJ11407.1,PA14_35800,conserved hypothetical protein
gene-PA14_35810,288.0948307282002,305.2986544285361,-0.0836774562274876,0.6408316245278085,cds-ABJ11406.1,PA14_35810,conserved hypothetical protein
gene-PA14_35820,137.97668327332423,150.157524494809,-0.12205228419916812,0.5590362054688006,cds-ABJ11405.1,tnpS,Cointegrate resolution protein S
gene-PA14_35830,107.40028206822784,78.77013138820429,0.44727719015886863,1.2079043195550618,cds-ABJ11404.1,tnpT,Cointegrate resolution protein T
gene-PA14_35840,127.3474960105266,110.15252939713235,0.20926796733934452,0.8246537489431184,cds-ABJ11403.1,PA14_35840,conserved hypothetical protein
gene-PA14_35850,173.5372010259731,174.40075092560326,-0.007161286669872669,0.05086844037688148,cds-ABJ11402.1,PA14_35850,conserved hypothetical protein
gene-PA14_35860,5.248622521061227,10.053881435080925,-0.9377417000960276,2.1445617121790095,cds-ABJ11401.1,PA14_35860,Probable amino acid permease
gene-PA14_35880,20.221465969694183,18.374254421595662,0.1382018726204382,0.6002498129569191,cds-ABJ11400.1,PA14_35880,Probable aldehyde dehydrogenase
gene-PA14_35890,12.181971559417306,12.975581409676872,-0.09105153564526697,0.23429617590073668,cds-ABJ11399.1,PA14_35890,Putative aminotransferase
gene-PA14_35900,6.476506818274707,5.733910942469698,0.1756963617465114,0.3329743855872615,cds-ABJ11398.1,PA14_35900,Putative dehydrogenase
gene-PA14_35920,3.7690300837452053,4.255931260509118,-0.17528149494108938,0.53637142221642,cds-ABJ11397.1,PA14_35920,Predicted symporter
gene-PA14_35930,0.2436510605636143,0.3269475564057171,-0.4242412202848894,0.27126676260041005,cds-ABJ11396.1,PA14_35930,hypothetical protein
gene-PA14_35940,2.570112273322134,3.16267825839531,-0.2993153072566678,0.6641182504402992,cds-ABJ11395.1,PA14_35940,Putative Acyl-CoA synthetase
gene-PA14_35950,1.7121013855651006,1.6405956684870941,0.06154837486462037,0.12628084003135848,cds-ABJ11394.1,PA14_35950,Putative Dehydrogenase
gene-PA14_35970,2.627887148973788,1.838514996495852,0.5153621407755123,0.8650424916182944,cds-ABJ11393.1,PA14_35970,Probable Acyl-CoA dehydrogenase
gene-PA14_35980,0.2485664960320054,0.21602640697346953,0.20242329304802711,0.08779757132909126,cds-ABJ11392.1,PA14_35980,putative acyl-CoA dehydrogenase
gene-PA14_35990,0.485107466403002,0.8032901761936543,-0.7276156632271603,0.8983393576638911,cds-ABJ11391.1,PA14_35990,FadE36%2C possible aminoglycoside phosphotransferase
gene-PA14_36000,41.98425177087378,42.30512798083654,-0.010984272121362099,0.023350119996084776,cds-ABJ11390.1,prpR,Probable propionate catabolism operon regulator
gene-PA14_36010,22.384294624391412,16.063473901118584,0.4787029060131322,1.4753786222882543,cds-ABJ11389.1,PA14_36010,hypothetical protein
gene-PA14_36020,27.84468652814679,24.428833337937245,0.18881707814219134,0.8730514869577707,cds-ABJ11388.1,PA14_36020,paraquat-inducible protein B
gene-PA14_36030,1.8470147961304193,3.747187245501971,-1.020612248227223,1.3282385637574285,cds-ABJ11387.1,PA14_36030,paraquat-inducible protein A
gene-PA14_36050,6.636369618109715,7.72166488565522,-0.2185176724012532,1.8764183781230066,cds-ABJ11386.1,PA14_36050,Probable NAD-dependent aldehyde dehydrogenase
gene-PA14_36060,4.677273651369089,5.323462827778242,-0.1866971251443229,0.8757961842160339,cds-ABJ11385.1,PA14_36060,conserved hypothetical protein
gene-PA14_36070,6.307560352226332,4.5966177471348,0.4565093224302727,1.608919302066243,cds-ABJ11384.1,PA14_36070,putative enzyme
gene-PA14_36080,0.4169820569979609,0.7686657118758277,-0.882369417208501,1.0275043042282967,cds-ABJ11383.1,yfaV,putative MFS transporter
gene-PA14_36090,0.6897069589640296,0.9544937646065684,-0.46875166578933297,0.48223941676271165,cds-ABJ11382.1,opdG,putative porin
gene-PA14_36100,7.445969172069294,7.581396436561437,-0.026003959902741684,0.09693854154874493,cds-ABJ11381.1,PA14_36100,putative pyridoxal phosphate biosynthesis protein
gene-PA14_36110,2.478201265136285,2.7475586201556914,-0.1488568449275523,0.47530632394051314,cds-ABJ11380.1,PA14_36110,putative hydrolase
gene-PA14_36120,3.529660476516424,3.5297261092845296,-2.682613876479318e-05,3.329411051725734e-05,cds-ABJ11379.1,PA14_36120,putative MFS transporter
gene-PA14_36130,2.5776368573617376,3.2941028856325865,-0.3538364651075522,0.3558933838037057,cds-ABJ11378.1,PA14_36130,conserved hypothetical protein
gene-PA14_36150,0.3985920554508451,0.2870051791504003,0.47383476790766493,0.7365432443357179,cds-ABJ11377.1,PA14_36150,conserved hypothetical protein
gene-PA14_36170,1.5102445630543428,0.8680550334238584,0.7989230661840979,1.388989795023891,cds-ABJ11376.1,PA14_36170,putative integral membrane protein
gene-PA14_36180,14.813340028042967,17.57864367079352,-0.2469267761895875,1.5199908295208993,cds-ABJ11375.1,PA14_36180,putative transcriptional regulator%2C LysR family
gene-PA14_36190,4.675276595625331,4.823094328376172,-0.04490729728271931,0.12051045213201375,cds-ABJ11374.1,PA14_36190,hypothetical protein
gene-PA14_36200,83.15157738746778,105.08436929343713,-0.3377325520278496,0.12568007501076583,cds-ABJ11373.1,PA14_36200,putative binding protein component of ABC transporter
gene-PA14_36220,7.3796066258499735,8.955649523391408,-0.27925412059185906,0.10834990716684816,cds-ABJ11372.1,gltJ,putative amino acid permease
gene-PA14_36230,5.874194218600508,7.479530328109395,-0.34855666057498047,0.14606729059677895,cds-ABJ11371.1,glnP,putative amino acid transport system permease
gene-PA14_36250,50.92347301887748,39.48942608439142,0.36686440653135743,1.5010075219446402,cds-ABJ11370.1,PA14_36250,hypothetical protein
gene-PA14_36260,10.61935468264991,10.250675314370248,0.050977136547197446,0.057854519280635314,cds-ABJ11369.1,PA14_36260,putative signal transduction protein
gene-PA14_36270,45.10832045755647,45.48368254284119,-0.011955494702969487,0.041292849557149784,cds-ABJ11368.1,PA14_36270,putative 3-hydroxyisobutyrate dehydrogenase
gene-PA14_36280,3.456731765317518,5.479228477049091,-0.6645639504418291,1.6189630106723423,cds-ABJ11367.1,PA14_36280,putative antibiotic biosynthesis monooxygenase
gene-PA14_36290,24.883913623606023,32.52324142810339,-0.3862576335130863,1.2981820802057464,cds-ABJ11366.1,yncB,putative NADP-dependent oxidoreductase
gene-PA14_36300,32.39478906341194,53.499001786820514,-0.7237501916845742,2.1469760725170275,cds-ABJ11365.1,PA14_36300,putative transcriptional regulator%2C TetR family
gene-PA14_36310,555.8580100890529,1135.6228260148146,-1.0306954421965635,2.5929688812211387,cds-ABJ11364.1,hcnC,hydrogen cyanide synthase HcnC
gene-PA14_36320,911.7830441498272,1509.062585708514,-0.7268901540254251,2.1347056486271025,cds-ABJ11363.1,hcnB,hydrogen cyanide synthase HcnB
gene-PA14_36330,174.4986529427309,275.81550015744665,-0.6604876325412589,1.8184607377804085,cds-ABJ11362.1,hcnA,hydrogen cyanide synthase HcnA
gene-PA14_36345,29.948715820248168,28.4444722999926,0.07434582353771323,0.38288953489873,cds-ABJ15697.1,exoY,adenylate cyclase ExoY
gene-PA14_36350,4.403250842209561,2.462406913464029,0.838499586168872,2.02685783932281,cds-ABJ11361.1,PA14_36350,conserved hypothetical protein
gene-PA14_36360,4.086953633231874,0.8314978609085247,2.2972400279785266,2.461401947418475,cds-ABJ11360.1,PA14_36360,putative small intergral membrane protein
gene-PA14_36370,15.383903782377288,2.5906343423533893,2.570043874151449,5.63319482963091,cds-ABJ11359.1,PA14_36370,putative ligase
gene-PA14_36375,114.0996704558432,13.86392810370649,3.0408865496875093,4.989446358855358,cds-ABJ15684.1,PA14_36375,hypothetical protein
gene-PA14_36390,59.01087671188041,11.775086791169818,2.325243099996287,4.097686768335865,cds-ABJ11358.1,PA14_36390,putative methylase
gene-PA14_36400,3.3362976181992585,1.7776450905751908,0.9082802934532948,1.5027541312034518,cds-ABJ11357.1,PA14_36400,hypothetical protein
gene-PA14_36410,10.26130004952667,1.8708542312378673,2.455443829808059,2.5588517122019456,cds-ABJ11356.1,PA14_36410,conserved hypothetical protein
gene-PA14_36420,100.63041993997905,73.9044674561583,0.44533300176014184,2.512123594558546,cds-ABJ11355.1,PA14_36420,putative histidine kinase
gene-PA14_36450,54.72730903600635,33.762437791447816,0.6968418273985713,2.6950987781786604,cds-ABJ11354.1,PA14_36450,conserved hypothetical protein
gene-PA14_36460,30.354486313142186,15.527018335988247,0.9671288984920873,2.6435231214603134,cds-ABJ11353.1,PA14_36460,hypothetical protein
gene-PA14_36470,17.676531630551704,24.384940496788385,-0.4641552027359906,1.194248221041422,cds-ABJ11352.1,PA14_36470,hypothetical protein
gene-PA14_36480,12.101228830413001,1.5672476775993858,2.948847651293983,4.091070874369379,cds-ABJ11351.1,PA14_36480,hypothetical protein
gene-PA14_36490,28.938121367784067,3.2796187186241657,3.14137086905901,3.1158033567412553,cds-ABJ11350.1,PA14_36490,hypothetical protein
gene-PA14_36500,78.38480532861551,8.65954956951695,3.1782099804152906,3.189805496060774,cds-ABJ11349.1,PA14_36500,putative cellulase
gene-PA14_36520,145.79881201758295,10.887127461078583,3.7432835828830995,5.204217771372127,cds-ABJ11348.1,PA14_36520,conserved hypothetical protein
gene-PA14_36530,50.87126189801523,4.227616467889009,3.588934161309467,3.851977767179202,cds-ABJ11347.1,PA14_36530,conserved hypothetical protein
gene-PA14_36540,6.102552735297704,3.4409383253007544,0.8266106393808685,1.0375912233026963,cds-ABJ11346.1,PA14_36540,putative hydrolase
gene-PA14_36550,40.409058980029016,16.214460364686676,1.3173976916607988,3.0614435159230675,cds-ABJ11345.1,PA14_36550,conserved hypothetical protein
gene-PA14_36560,111.65067833926499,26.123364679915724,2.0955793412161103,5.158633293320607,cds-ABJ11344.1,PA14_36560,hypothetical protein
gene-PA14_36570,262.10360453484395,27.081335761115778,3.274766340807116,5.281679824490848,cds-ABJ11343.1,glgA,glycogen synthase
gene-PA14_36580,250.51884062715408,26.886360373937535,3.219972684368418,4.711667529900253,cds-ABJ11342.1,glgB,putative glycosyl hydrolase
gene-PA14_36590,220.66301318802388,28.856742370078837,2.9348644376519344,3.378988318999097,cds-ABJ11341.1,malQ,putative 4-alpha-glucanotransferase
gene-PA14_36605,286.35451688015354,32.54357125676534,3.137357837938443,3.712346480941502,cds-ABJ15692.1,PA14_36605,probable glycosyl hydrolase
gene-PA14_36620,25.067030028224092,3.2202972037845483,2.9605249340704134,3.119623043022544,cds-ABJ11340.1,PA14_36620,conserved hypothetical protein
gene-PA14_36630,446.6589827359616,47.020424530305434,3.247814278841057,4.026702285625071,cds-ABJ11339.1,glgX,putative glycosyl hydrolase
gene-PA14_36650,79.81287255315922,10.03435850266945,2.9916729345537205,3.30898632078454,cds-ABJ11338.1,PA14_36650,conserved hypothetical protein
gene-PA14_36660,101.28504800159313,13.22043697144863,2.9375793517176665,3.517720287944594,cds-ABJ11337.1,PA14_36660,putative Zn-dependent alcohol dehydrogenase
gene-PA14_36670,30.954386086862417,4.655521765045935,2.7331288106737026,4.485727756342584,cds-ABJ11336.1,PA14_36670,conserved hypothetical protein
gene-PA14_36680,9.892029676274289,1.5713627066143092,2.6542495644485102,3.0302898621704717,cds-ABJ11335.1,PA14_36680,putative metal-dependent hydrolase
gene-PA14_36690,22.00326667771534,3.48982923370661,2.656489028383015,3.3455661020213947,cds-ABJ11334.1,ybhO,putative phospholipase
gene-PA14_36700,8.080117799412001,1.8635698760414974,2.116306811603751,3.433390510607179,cds-ABJ11333.1,PA14_36700,putative membrane protein
gene-PA14_36710,206.0054700140021,31.887576243484755,2.6916162585298915,4.063807256694036,cds-ABJ11332.1,glgB,1%2C4-alpha-glucan branching enzyme
gene-PA14_36730,275.27660704981014,46.58783197137654,2.5628568899916235,4.643909557102571,cds-ABJ11331.1,PA14_36730,putative trehalose synthase
gene-PA14_36740,216.37609519702255,35.232764586244635,2.6185514999837265,5.2923623762594305,cds-ABJ11330.1,PA14_36740,putative alpha-amylase family protein
gene-PA14_36760,43.00071642060099,6.311713343321646,2.7682569103953303,4.279744844160923,cds-ABJ11329.1,PA14_36760,putative KU domain protein
gene-PA14_36770,5.510005526089866,1.2378239323652294,2.1542467355837296,2.9218812559325964,cds-ABJ11328.1,PA14_36770,hypothetical protein
gene-PA14_36780,39.48484073650809,4.079743075746287,3.2747483465293374,5.016794752193202,cds-ABJ11327.1,PA14_36780,putative Mg(2+) transporter
gene-PA14_36790,32.07284591670844,2.656788981399521,3.59359632304673,5.7167482804408545,cds-ABJ11326.1,PA14_36790,hypothetical protein
gene-PA14_36810,602.0352760280113,47.41830904903344,3.666331873506058,4.8652682732251,cds-ABJ11325.1,katE,catalase HPII
gene-PA14_36820,130.41576927336794,6.875466979179738,4.245516609725281,3.7025051144533068,cds-ABJ11324.1,PA14_36820,conserved hypothetical protein
gene-PA14_36830,5.064169209699972,4.000315551907989,0.3402117274692223,0.9035136323830543,cds-ABJ11323.1,PA14_36830,hypothetical protein
gene-PA14_36840,342.09118240812535,60.374841550348684,2.5023614956977585,4.908212439305683,cds-ABJ11322.1,glgP,glycogen phosphorylase
gene-PA14_36850,69.6568249235021,7.464982798163715,3.222053699266529,4.723917957938786,cds-ABJ11321.1,PA14_36850,hypothetical protein
gene-PA14_36860,11.881264976917592,24.78715753891264,-1.0609043311308919,1.4708035238809727,cds-ABJ11320.1,PA14_36860,hypothetical protein
gene-PA14_36870,23.47861615974469,3.7683229464690946,2.639352539635078,3.7995574304938153,cds-ABJ11319.1,PA14_36870,putative short-chain dehydrogenase
gene-PA14_36880,8.578725497259164,1.2357333069395366,2.7953949054968166,2.460706208977439,cds-ABJ11318.1,PA14_36880,putative ompetence-damaged protein
gene-PA14_36890,3.1133823471312425,0.5917353809726792,2.3954567102242725,2.662063508907999,cds-ABJ11317.1,PA14_36890,putative metallothionein
gene-PA14_36900,3.007554020234192,0.6405547598965232,2.2311950524221142,3.387627896049545,cds-ABJ11316.1,PA14_36900,conserved hypothetical protein
gene-PA14_36910,91.41916610046047,28.134186108480012,1.7001723950318794,3.864738426468372,cds-ABJ11315.1,PA14_36910,putative ATP-dependent DNA ligase
gene-PA14_36920,27.93596733025841,10.467607646607123,1.4161919356746662,2.4953452757756245,cds-ABJ11314.1,PA14_36920,putative histidine kinase
gene-PA14_36930,2.527346469472862,0.8967766638551325,1.4948017682862589,1.5514974248535531,cds-ABJ11313.1,PA14_36930,hypothetical protein
gene-PA14_36940,1.0076898068896287,0.7149477174786126,0.49514136840730066,0.4833297340971443,cds-ABJ11312.1,PA14_36940,putative membrane protein
gene-PA14_36960,33.575540724047556,6.259033301398984,2.423398687971784,3.495367097595228,cds-ABJ11311.1,PA14_36960,putative Na+/H+ antiporter
gene-PA14_36980,83.6465570596442,10.852930000481633,2.946221458628135,4.622131997425048,cds-ABJ11310.1,PA14_36980,putative outer membrane protein
gene-PA14_36990,1.0813357798856071,1.9626978173535943,-0.8600228824975737,1.3659875188940525,cds-ABJ11309.1,PA14_36990,putative EAL domain protein
gene-PA14_37000,0.3640964499476871,0.2694463342128178,0.4343213142623343,0.26278771074905977,cds-ABJ11308.1,cupA5,chaperone CupA5
gene-PA14_37010,0.49847895543058685,0.6067393555924062,-0.28354377498357153,0.3737360518899432,cds-ABJ11307.1,cupA4,fimbrial subunit CupA4
gene-PA14_37030,0.7147268889384617,1.1533303690329808,-0.6903410861857686,0.7099606604667564,cds-ABJ11306.1,cupA3,usher
gene-PA14_37040,0.4698591089264224,0.2987611460992646,0.6532339104529244,0.9189443259469506,cds-ABJ11305.1,cupA2,chaperone CupA2
gene-PA14_37060,4.758706973801879,6.587730867255691,-0.4692119116142122,3.831450895446484,cds-ABJ11304.1,cupA1,fimbrial subunit CupA1
gene-PA14_37070,53.79024597167298,196.2519771512385,-1.8672906777931122,2.503952991655039,cds-ABJ11303.1,PA14_37070,putative phosphoadenosine phosphosulfate sulfotransferase
gene-PA14_37080,13.6435311887888,38.4027823899199,-1.4929936855980763,2.8424735115673316,cds-ABJ11302.1,PA14_37080,putative transcriptional regulator
gene-PA14_37090,2.737341559267582,2.959730824100818,-0.11269047237007121,0.19345958297189683,cds-ABJ11301.1,gbsA,putative aldehyde dehydrogenase
gene-PA14_37100,2.43049385895161,3.0216249765567955,-0.31407500838258356,0.41139888104566313,cds-ABJ11300.1,PA14_37100,putative dehydrogenase
gene-PA14_37120,11.499348523778883,15.187929387018494,-0.4013730358980758,2.0432758477127146,cds-ABJ11299.1,PA14_37120,putative transcriptional regulator%2C LysR family
gene-PA14_37130,12.482927980907563,18.84077193827039,-0.593901665822758,2.2336296225669057,cds-ABJ11298.1,PA14_37130,hypothetical protein
gene-PA14_37140,11.788316828740959,17.511908726406947,-0.5709785592514215,2.2146775720574094,cds-ABJ11297.1,PA14_37140,putative transcriptional regulator%2C LysR family
gene-PA14_37150,9.625077456256074,18.043625393827735,-0.9066191134060211,2.885712666984698,cds-ABJ11296.1,PA14_37150,conserved hypothetical protein
gene-PA14_37170,10.935319580717026,20.738046187139076,-0.9232845325872818,2.024501828441414,cds-ABJ11295.1,PA14_37170,conserved hypothetical protein
gene-PA14_37190,18.33909882308272,19.160606208397805,-0.0632204556307118,0.2785021050685905,cds-ABJ11294.1,ada,O6-methylguanine-DNA methyltransferase
gene-PA14_37200,29.569052036097627,28.958725324977447,0.030089890562662192,0.08349351748818802,cds-ABJ11293.1,PA14_37200,conserved hypothetical protein
gene-PA14_37210,259.92365507564614,320.7240608875107,-0.30324465225797614,1.0259519811315716,cds-ABJ11292.1,PA14_37210,conserved hypothetical protein
gene-PA14_37220,18.2978104121606,15.192296289476957,0.26833105686770725,1.8357481752464209,cds-ABJ11291.1,PA14_37220,putative LysR-family transcriptional regulator
gene-PA14_37250,234.26619748230334,237.60360904788834,-0.02040794861639515,0.06424106632365544,cds-ABJ11290.1,PA14_37250,putative major facilitator family transporter
gene-PA14_37260,88.65591459243933,87.26735196598338,0.022774861266698632,0.044310873981411945,cds-ABJ11289.1,opdO,putative outer membrane porin
gene-PA14_37270,112.60781257908461,106.21764913440002,0.08428341796131969,0.301118904916005,cds-ABJ11288.1,PA14_37270,putative lactam utilization protein
gene-PA14_37290,75.16672577431216,100.13076111630653,-0.413719179776403,1.7714028766365961,cds-ABJ11287.1,PA14_37290,putative allophanate hydrolase subunit 1
gene-PA14_37310,76.49391145332255,95.12164422501085,-0.3144287284817226,1.4570436117711663,cds-ABJ11286.1,PA14_37310,putative allophanate hydrolase subunit 2
gene-PA14_37320,29.03817451303716,28.15735415104206,0.04443898419869644,0.16498386889928907,cds-ABJ11285.1,PA14_37320,putative outer membrane protein
gene-PA14_37340,41.223215686939064,9.916467031961568,2.0555588137752587,3.9226111115507063,cds-ABJ11284.1,PA14_37340,glyoxylate carboligase
gene-PA14_37350,4.753797907812874,1.3536229771117831,1.8122538431211155,1.6538813867265163,cds-ABJ11283.1,PA14_37350,conserved hypothetical protein
gene-PA14_37360,2.661196479456438,2.4887398513117436,0.09665955958792564,0.23439801403261928,cds-ABJ11282.1,PA14_37360,putative short-chain dehydrogenase
gene-PA14_37370,1.9349503934892798,3.0245826233265496,-0.6444392210676956,0.8562947743625472,cds-ABJ11281.1,PA14_37370,putative esterase
gene-PA14_37380,4.720576228278591,8.11709079814045,-0.781999646650252,2.0810847099408147,cds-ABJ11280.1,PA14_37380,putative flavin-binding monooxygenase
gene-PA14_37400,6.471604215489034,6.786555704066079,-0.0685561773554876,0.1440929075231113,cds-ABJ11279.1,PA14_37400,putative transcriptional regulator%2C AraC family
gene-PA14_37410,8.264566739488403,9.503136999129213,-0.20146461501359447,0.17416950072424905,cds-ABJ11278.1,PA14_37410,hypothetical protein
gene-PA14_37420,2.1105641970977946,1.9984506832514153,0.07874670276895022,0.1966801613801501,cds-ABJ11277.1,PA14_37420,putative transmembrane sensor protein
gene-PA14_37430,1.5886633934162686,2.3406635945127925,-0.5591038300254865,0.9209637841831294,cds-ABJ11276.1,PA14_37430,putative sigma-70 factor%2C ECF subfamily
gene-PA14_37440,4.44373224846776,5.36265941399575,-0.27117668222185193,0.4493221353345342,cds-ABJ11275.1,PA14_37440,putative MFS transporter
gene-PA14_37460,3.029642737801274,5.081615030062253,-0.7461392132747545,1.429807922834374,cds-ABJ11274.1,PA14_37460,putative permease
gene-PA14_37470,2.6112858634257243,4.4120517859432615,-0.7566890961534299,1.577542541079487,cds-ABJ11273.1,PA14_37470,putative flavin-dependent oxidoreductase
gene-PA14_37490,6.400639428461969,12.011762919521834,-0.9081598556472074,1.8536972354613,cds-ABJ11272.1,PA14_37490,putative TonB-dependent receptor
gene-PA14_37510,3.6225494199780743,4.814467493576907,-0.41037076609046896,0.49947998719177517,cds-ABJ11271.1,PA14_37510,conserved hypothetical protein
gene-PA14_37520,1.61898490019664,1.991171081451242,-0.29852748504038784,0.3615712006086932,cds-ABJ11270.1,PA14_37520,hypothetical protein
gene-PA14_37530,2.808994252579133,4.62922731465579,-0.7207175309725589,1.1701377451533117,cds-ABJ11269.1,PA14_37530,putative hydrolase
gene-PA14_37550,2.1590957181900134,3.176534357562261,-0.5570262050019081,0.8504535902854429,cds-ABJ11268.1,PA14_37550,putative ring-hydroxylating dioxygenase small subunit
gene-PA14_37560,7.862688369946099,11.225813311096019,-0.5137253359987317,0.6282996816085512,cds-ABJ11267.1,asnB,asparagine synthetase%2C glutamine-hydrolysing
gene-PA14_37570,33.328648538785465,34.578029585293415,-0.053092840348104436,0.09977509741576565,cds-ABJ11266.1,PA14_37570,ring-hydroxylating dioxygenase%2C large terminal subunit
gene-PA14_37580,29.928884925627525,28.78066174513675,0.05643876282787368,0.13189179788886238,cds-ABJ11265.1,lrp,putative leucine-responsive regulatory protein
gene-PA14_37590,58.6392700072688,97.33853995609657,-0.731143981357999,1.8901242308131414,cds-ABJ11264.1,kynB,kynurenine formamidase%2C KynB
gene-PA14_37610,172.11342160080832,248.30886690196166,-0.5287761725107311,2.458195978094242,cds-ABJ11263.1,PA14_37610,putative kynureninase
gene-PA14_37630,39.13159965225314,44.00847550425399,-0.1694473050837432,1.644397893332058,cds-ABJ11262.1,PA14_37630,putative amino acid permease
gene-PA14_37640,1.6745496012973478,2.738618903760617,-0.7096750726676266,2.6593299714130634,cds-ABJ11261.1,PA14_37640,conserved hypothetical protein
gene-PA14_37650,2.4199243384132245,2.899619723120273,-0.2609016672790793,0.39951325415194405,cds-ABJ11260.1,PA14_37650,conserved hypothetical protein
gene-PA14_37660,34.50606593069222,30.388622234760017,0.18331872726244428,0.5300321843306492,cds-ABJ11259.1,PA14_37660,LysR-type transcriptional regulator
gene-PA14_37670,6.689560178752501,10.324217311332504,-0.6260490716736987,1.904219333298833,cds-ABJ11258.1,PA14_37670,hypothetical protein
gene-PA14_37680,36.00064526933267,49.553075033890764,-0.46095181071698044,1.5705765102788276,cds-ABJ11257.1,PA14_37680,conserved hypothetical protein
gene-PA14_37690,75.25949963140697,152.12169188717655,-1.0152802772989895,4.3148609455581886,cds-ABJ11256.1,PA14_37690,putative sensory box protein
gene-PA14_37710,496.79653481502254,342.24176298112894,0.5376392900388629,3.4534759629390694,cds-ABJ11255.1,fusA2,translation elongation factor G
gene-PA14_37730,3.055508671989355,5.779143498283612,-0.919442893464783,1.8756901084377764,cds-ABJ11254.1,PA14_37730,putative TonB dependent receptor
gene-PA14_37745,2003.1578199193718,2170.277339388009,-0.11560332698782384,0.3023737503502185,cds-ABJ15683.1,PA14_37745,probable carbamoyl transferase
gene-PA14_37760,454.77349430605153,503.40767632213243,-0.14657904393753035,0.388264810661538,cds-ABJ11253.1,PA14_37760,putative MFS transporter
gene-PA14_37770,153.32910111962292,201.4863437570616,-0.3940505180192347,1.0370669915723139,cds-ABJ11252.1,PA14_37770,putative hydrolase
gene-PA14_37780,168.5219892095305,224.27576857221052,-0.4123369031162926,1.5978788860236892,cds-ABJ11251.1,PA14_37780,conserved hypothetical protein
gene-PA14_37790,11.387157812914204,18.38994327306229,-0.6915092796522796,1.9662494491401101,cds-ABJ11250.1,pcoA,copper resistance protein A precursor
gene-PA14_37810,11.141421042655315,12.738133002194436,-0.19322057011788882,0.619631495533229,cds-ABJ11249.1,pcoB,copper resistance protein B precursor
gene-PA14_37820,19.971281594551062,22.351689708518666,-0.162456974224945,0.7850915491430537,cds-ABJ11248.1,PA14_37820,conserved hypothetical protein
gene-PA14_37830,26.791906864199458,37.68779430631444,-0.4923000815108233,0.2197014878179825,cds-ABJ11247.1,iscS,putative pyridoxal-phosphate dependent enzyme
gene-PA14_37840,2.6378536333081066,4.876003262759678,-0.8863343227665609,1.8979332945658975,cds-ABJ11246.1,PA14_37840,putative ATP-binding component of ABC transporter
gene-PA14_37850,0.372342071843695,0.8969925424136691,-1.268465070957053,2.2663078131195453,cds-ABJ11245.1,yejE,putative permease of ABC transporter
gene-PA14_37870,0.44132900528910496,0.5201261861692894,-0.23700660692736883,0.19504903556117076,cds-ABJ11244.1,PA14_37870,putative peptide ABC transporter%2C permease protein
gene-PA14_37880,0.8852340275775039,1.683519919781143,-0.9273492006960938,0.8955344098411725,cds-ABJ11243.1,PA14_37880,putative binding protein component of ABC transporter
gene-PA14_37900,1.3902574461294661,2.1884475271805868,-0.6545553475914593,1.5926896090323872,cds-ABJ11242.1,PA14_37900,putative TonB-dependent receptor
gene-PA14_37910,34.300613053623245,24.072922338698458,0.5108230550968365,1.22064666249742,cds-ABJ11241.1,PA14_37910,putative transcriptional regulator%2C LysR family
